Track,Artist,Release Date,ISRC,All Time Rank,Spotify,YouTube,TikTok,Pandora,Soundcloud,Shazam
Stop Breathing,Playboi Carti,12/25/2020,USUM72024691,"4,002","178,750,521","33,772,398","88,268,263","392,907","20,197,624","337,335"
The Rapture Pt.III,&ME,6/9/2023,DEEC33501048,"4,016","34,601,626",,"869,444",,,"989,728"
all the good girls go to hell,Billie Eilish,3/29/2019,USUM71900766,"4,008","640,099,263","342,695,701","204,727,914","44,739,129",,"1,434,669"
Hate You,Jung Kook,11/3/2023,USA2P2348394,"4,021","104,618,147","49,859,367","21,112,856","639,507",,"120,750"
Spell,SEVENTEEN,4/29/2024,USA2P2415977,"3,998","9,866,591","16,856,738",,"32,264","22,297","20,583"
Chase It (Mmm Da Da Da),Bebe Rexha,5/17/2024,USWB12401323,"3,995","6,958,248","2,816,970","4,881","339,888","26,930","49,922"
Mï¿½ï¿½,Nio Garcia,2/22/2019,QM4TW1972660,"4,015","76,516,847","865,812,768","4,319,903","21,806,073",,"198,643"
So Fine,Realest Cram,7/8/2023,DGA052326707,"3,996","52,265,945","39,586,218","160,140,881",,,"9,518"
My Universe,Coldplay,9/24/2021,GBAYE2100910,"3,994",,"108,142",,,,"5,413,560"
Father Stretch My Hands Pt. 1,Kanye West,4/1/2016,USUM71603067,"4,003","1,102,322,992","98,389,487","243,179,588","105,323,044",,"3,413,462"
505,Arctic Monkeys,4/21/2007,GBCEL0700074,"3,999","1,660,504,577","611,110,729","229,596,064","43,563,662",,"2,550,560"
Banco do Carona,Mc Don Juan,4/14/2023,BRWMB2300660,"4,019","71,078,859","152,076,565","14,276,253",,,"138,592"
DISCOTEKA (feat. Locura Mix),The La Planta,2/16/2023,BK4DA2301022,"4,001","89,073,254","142,372,911","64,861,163",223,,"93,551"
thanK you aIMee,Taylor Swift,4/19/2024,USUG12402546,"4,018","65,809,859","6,877,351",,"1,318,153",,"20,504"
I Get The Bag (feat. Migos),Gucci Mane,8/17/2017,USAT21703179,"4,022","554,022,596","609,183,858","178,883,578",,,
Terre Pyaar Mein,Himesh Reshammiya,8/20/2021,USA2P2128140,"3,997","7,762,464","504,812,090","36,027,436","9,308",,"113,112"
Colors,Black Pumas,4/16/2019,USATO1900023,"4,014","215,492,373","291,742,629","64,559,724","18,305,762","931,340","2,951,859"
Lifetime,Tobiahs,1/12/2024,AULI02355900,"4,010","33,401,958","2,070,128",,"114,171","1,704,088","292,069"
Numero Uno,Dan-E-MC,6/15/2022,ITC152220010,"4,007","1,224","389,845,206",,,,
What's My Name?,Rihanna,1/1/2010,USUM71025031,"4,011","520,418,822","1,049,777,851","32,366","462,429,753",,"3,970,903"
Flowers,Lauren Spencer Smith,4/14/2022,USUG12202201,"4,000","260,183,209","64,169,463","295,540,554","12,043,516","5,221,070","626,257"
Nikle Currant,Jassie Gill,10/12/2018,INS181802318,"4,047","38,630,486","929,048,943","67,416,406",,,"151,419"
Stir Fry,Migos,12/20/2017,USUM71714081,"4,033","680,431,508","179,781,280","249,432,966","153,122,082",,"2,298,173"
"Bitch, Donï¿½ï¿½ï¿½t Kill M",Kendrick Lamar,1/1/2012,USUM71210774,"4,037","721,771,477","459,189,834","78,341,646","327,439,211",,"2,085,087"
DOLLAZ ON MY HEAD (feat. Young Thug),Gunna,5/22/2020,QMCE32000228,"4,035","390,498,074","85,842,981","268,907,515","14,200,687",,"835,203"
Pollito Amarillito,Gallina Pintadita,9/4/2015,BRP8C1200047,"4,045","36,465,157","1,542,745,105",,,,"23,609"
7 Summers,Morgan Wallen,8/14/2020,QZ22S1800133,"4,038","433,429,705","108,280,492","273,205,308","77,905,510","5,301,405","667,963"
Lollipop - Remix,Darell,2/15/2024,USSD12300732,"4,044","50,761,385","15,098,694",,"1,141,308",,"146,284"
Wrong,Luh Kel,4/5/2019,QMKSC1900177,"4,052","279,660,513","273,044,816","583,142,943","24,537,425",,"759,049"
You're Somebody Else,flora cash,4/21/2017,SEXCG1700102,"4,025","473,059,298","302,782,709","793,624,604","71,313,267","9,351,732","4,844,008"
BOTH,Tiï¿½ï¿½,8/29/2023,CYA112300090,"4,048","60,776,379","10,032,098","41,222,378",,,
River,Miley Cyrus,3/10/2023,USSM12209783,"4,032","132,653,623","51,695,313","65,838,521","7,371,225",,"434,881"
Extssy Model,Junior H,2/11/2022,USWL12200134,"4,046","293,017,219","220,479,914","228,557,824","1,886,143",,"653,919"
Formula,Labrinth,10/4/2019,USQX91902497,"4,034","836,491,531","95,215,206","1,679,330,230","2,182,680",,"1,759,253"
Suzume,RADWIMPS,9/30/2022,JPV972200075,"4,036","151,179,942","71,184,530","617,882,237","509,402",,"2,567,736"
Nada,Cazzu,6/3/2019,QM6N21901839,"4,053","204,337,911","640,084,081","157,858,644","5,137,832",,"1,005,751"
Ashes,Stellar,5/3/2020,QZDA52012875,"4,027","286,057,865","182,898,963","2,702,536,885","9,382,744",,"1,148,477"
Copa Vacï¿½,Shakira,6/29/2023,USQX92300694,"4,040","147,537,573","13,918,496","68,517,237","4,161,017",,"477,464"
"WHATS POPPIN (feat. DaBaby, Tory Lanez &amp; Lil Wayne) - Remix",Jack Harlow,6/24/2020,USAT22003620,"4,051","742,255,774",,,,,"1,515,661"
Heyy,Lil Baby,10/10/2022,USUG12207229,"4,039","66,617,153","29,347,420","139,786,101","12,097,086",,"393,975"
Que Va,Alex Sensation,8/4/2017,USUM71703862,"4,029","398,779,586","784,193,659","22,158,832","142,563,626",,"2,086,078"
sonnenbank.mp3,YAKARY,11/24/2023,DGA0L2397076,"4,026","61,127,558","6,762,701","10,188,593",,,"107,992"
Rampampam,Minelli,3/18/2021,ROGRA2101471,"4,041","123,191,456","152,552,030","1,139,849,739","284,379",,"5,687,186"
WA DA DA,Kep1er,1/3/2022,KRA492101456,"4,043","172,657,413","272,201,730","1,992,357,477","415,556",,"445,034"
Seven Nation Army,The White Stripes,1/1/2003,USVT10300001,"4,030","1,657,866,786","339,571,990","1,394,903,550","912,422,054",,"10,108,433"
AHHH HA,Lil Durk,2/22/2022,USQX92200794,"4,024","104,411,097","128,163,786","64,467,510","14,136,317",,"382,012"
Do It Like That,TOMORROW X TOGETHER,7/7/2023,USA2P2330060,"4,031","102,643,968","64,931,319","432,572,281","1,097,475",,"288,636"
Nakhrewali,Prashant Nakti,3/4/2024,INE182439277,"4,049","6,740,285","45,885,773",,,,"7,404"
BEBECITA,Skolim,5/31/2024,FRX872472215,"4,042","115,283","7,869,218",,,,"1,083"
Enjoy Enjaami,Dhee,3/5/2021,TCAFK2171359,"4,054","44,231,951","549,781,386","29,422",,,"137,205"
Bezos I,Bo Burnham,6/10/2021,USA2P2122060,"4,050","225,256,279","76,742,047","3,664,416,923","1,913,860",,"1,502,927"
Where Have You Been,Rihanna,1/1/2011,USUM71118074,"4,028","699,439,249","821,028,883","824,607,003","454,577,540",,"7,929,856"
Pelle Coat,Lil Durk,5/25/2023,USQX92303167,"4,055","25,898,720","21,808,363","16,324,229","2,593,246","7,153,821","317,600"
22,JayO,2/22/2023,US39N2300484,"4,079","87,001,628","20,680,259","566,961,428","43,448",,"845,534"
No Love,Summer Walker,11/5/2021,USUM72118238,"4,063","265,040,914","103,282,847","131,770,714","54,318,284",,"986,619"
Piensan,Myke Towers,9/13/2019,QM7281950868,"4,059","387,094,388","439,612,099","81,826,396","12,482,845",,"631,168"
Feels Like Summer,Childish Gambino,7/11/2018,USRC11802773,"4,071","315,997,441","392,128,653","54,727,766","41,746,108",,"1,622,468"
Fly Away,Tones And I,11/13/2020,USAT22006865,"4,076","419,557,907","60,022,490","1,034,246,968","40,419,797","1,863,329","1,881,817"
Don't,Bryson Tiller,5/20/2015,USRC11501052,"4,058","1,281,704,427","506,308,579",,"644,840,340",,
Little Do You Know,Alex & Sierra,1/1/2014,USSM11404193,"4,077","732,651,478","511,428,536","663,477,196","475,143,620",,"1,350,264"
Travesuras,Nicky Jam,1/27/2014,COC011329796,"4,078","308,811,426","1,182,676,666","24,662,350","204,533,906",,"4,690,577"
Mayor Que Usted,NATTI NATASHA,6/17/2022,USB272200101,"4,068","120,404,381","217,520,607",,"15,594,160",,"446,475"
Tï¿½ï¿½moignage (L,Eunice Manyanga,11/28/2022,USL4Q2261458,"4,067","740,008","22,163,251","81,729,317",,,"106,673"
ALCH SI,Carin Leon,11/30/2023,BK4DA2323373,"4,061","125,938,742","44,462,722",,,,"306,536"
FARDOS,JC Reyes,2/16/2024,BK4DA2403089,"4,072","52,585,215","17,820,860",,,,"175,168"
Martini,Dei V,4/25/2024,QZWA32200524,"4,073","19,104,053","7,306,812",,"47,845","184,639","65,699"
Favorite Song - Sped Up,Toosii,2/17/2023,USUM72302519,"4,066","11,923,405",,"527,232,531","269,872",,"151,982"
Out Of My Hands,Future,4/12/2024,USSM12403103,"4,062","19,420,471","2,121,380",,"149,594",,"91,683"
LOT OF ME,Lil Tecca,8/27/2021,USUM72113387,"4,069","318,061,543","44,097,619","300,555,534","2,366,166",,"284,740"
Someone Like You,Adele,7/7/2011,NLD141100065,"4,080",,"2,403,713,406",,,,
Mil Veces,Anitta,10/20/2023,USUG12307259,"4,070","58,594,676","51,423,861","539,493,388","140,407",,"163,905"
Yaar Ka Sataya Hua Hai (feat. Nawazuddin Siddiqui),B Praak,7/3/2023,INUM72300807,"4,060","45,306,335","147,259,041","42,269,499",178,,"88,781"
Members Only (feat. PARTYNEXTDOOR),Drake,10/6/2023,USUG12306079,"4,075","64,168,685","8,485,348","11,535","3,126,381",,"222,113"
King's Dead (with Kendrick Lamar & Future),Jay Rock,1/12/2018,USUM71714093,"4,081","597,167,984","229,946,161","1,101,118,641","85,519,386","2,310,759","2,571,189"
Aashiq Awaara (feat. Sunidhi Chauhan),Badshah,8/17/2018,INS171806603,"4,056","2,574,126","1,033,803,791","2,785,871","462,916",,"17,003"
Off The Record,IVE,10/6/2023,QMDA72364151,"4,064","58,048,453","67,978,137","51,771,253","143,565","210,536","118,130"
BABY SAID,Mï¿½ï¿½ne,1/20/2023,ITB002200844,"4,057","166,942,258","23,143,608","39,481,015","2,760,534",,"1,172,656"
Gangstas,Pop Smoke,7/3/2020,USUM72013354,"4,065","234,889,039","121,584,355","118,304,933","18,538,610",,"754,490"
Too Good,Drake,4/29/2016,USCM51600088,"4,074","1,052,473,730","10,990,620","308,797,315","363,023,813",,"4,577,263"
Alone,Rod Wave,8/9/2022,USQX92203746,"4,098","64,562,541","63,051,891","38,123,007","20,018,298","14,854,093","262,393"
Veggie Dance - Remix,Gracie's Corner,5/31/2024,CH7819500531,"4,091","173,242","7,618,257",,"2,218",,"3,079"
One Up,Central Cee,10/13/2022,US39N2202101,"4,101","130,784,398","36,578,844","32,710,454","194,128",,"222,376"
idfc,blackbear,10/26/2014,TCACB1407069,"4,117","703,008,289","676,519,290","1,202,118,262","136,776,071",,"7,920,489"
Revisando El Celu,HCTM,8/3/2022,SGB502230698,"4,093","8,761","30,515","290,930,740",,,"7,836"
"Not Ramaiya Vastavaiya (From ""Jawan"")",Anirudh Ravichander,8/29/2023,INS182302435,"4,085","46,879,854","122,041,931",,,,"36,868"
"Are You Going to See the Rose in the Vase, or the Dust on the Table",$uicideboy$,4/19/2024,QZAPK2000495,"4,116","28,870,396","2,640,169",,"522,361",,
Only Girl (In The World),Rihanna,1/1/2010,USUM71023200,"4,090","1,085,436,198","162,454,294","1,513,290","507,023,502","1,394,635","6,724,803"
OTW,Khalid,4/20/2018,USRC11801716,"4,087","623,201,391","221,457,313","10,583,591","267,823,391",,"2,434,197"
Who Needs Love,Trippie Redd,11/19/2019,QZJ841900065,"4,107","238,027,193","79,782,493","13,194,733","11,167,136","39,901,762","340,905"
We Laugh And Clap At The Circus,Surgeon,3/17/2023,DEF272335104,"4,115","37,199","223,830,750",,245,,
Hit Different,SZA,9/4/2020,USRC12002998,"4,097","254,979,267","234,785,367","76,024,269","64,371,686","1,578,488","961,364"
Como En Los Viejos Tiempos,Eden Muï¿½ï¿½,11/20/2023,QZYYM2300004,"4,088","37,831,332","60,890,936","13,570,678","6,537,667",,"304,233"
Baby Car,Bebefinn,10/28/2022,KRE672200293,"4,110",,"294,039,774","1,606,012",,,
Rubicon Drill,Laddi Chahal,11/16/2022,DGA062247225,"4,082","152,564,352","179,053,648","34,263,765",,,"170,858"
Un Cigarrillo,Chencho Corleone,5/4/2023,QZXSR2300001,"4,109","113,402,349","69,436,829","32,900,841","8,088,042",,"471,584"
Nhï¿½ï¿½ï¿½ Ngï¿½ï¿½ï¿½ï¿½ï¿½i Hay Nhï¿½ï¿½,Chau Dang Khoa,4/30/2021,QZMHN2025919,"4,096","30,269",,"1,603,097,724",,,
Birthday Sex,Jeremih,1/1/2009,USUM70959630,"4,099","481,414,844","324,947,792","258,300","442,778,851",,"3,371,435"
Paradise,Sophie and the Giants,6/16/2023,DEUM72307270,"4,112","31,823,450","3,419,656",,,,"957,656"
Los Patitos,El Reino Infantil,4/20/2010,ARF060903046,"4,086","3,415,634","2,160,514,390","501,700",,,109
Te Ire A Buscar,Santa Fe Klan,6/18/2019,USHM21919246,"4,106","305,231,016","647,042,101","130,611,371","13,218,062",,"667,427"
DORA,FARIANA,3/14/2024,QM4TX2443952,"4,100","11,328,011","30,326,697","165,220,930","347,060",,"186,737"
Better Place (From TROLLS Band Together),*NSYNC,9/29/2023,USRC12301385,"4,095","69,041,864","27,951,941","57,013,361","7,400,345",,"877,878"
Spicy Margarita,Jason Derulo,1/25/2024,USAT22314111,"4,118","37,640,497","8,782,557","11,800,000","1,291,893",,"461,736"
Cry,Cigarettes After Sex,10/25/2019,USBQU1900121,"4,105","499,764,238","100,443,510","438,475,493","2,025,228","14,935,595","1,822,950"
Tequila,Dan + Shay,1/10/2018,USWB11702518,"4,092","601,987,422","54,165,764","43,174,144","324,897,256","9,599,130",
Energy,Digga D,3/9/2023,GB2DY2300114,"4,113","43,078,993","10,699,230","306,310,318","28,410","4,102,693","128,246"
Rockstar (2020 Remaster),Nickelback,10/2/2020,USRH12000116,"4,084","537,623,170",,,"297,540,832",,
Amorfoda,Bad Bunny,2/15/2018,TCADM1875911,"4,111","3,397,421","1,134,960,177",,,,
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Omoinotake,1/24/2024,JPU902305217,"4,114","46,082,088","45,934,211",,,,"290,079"
Polaroid Love,ENHYPEN,1/10/2022,USA2P2146748,"4,102","283,455,095","153,119,745","2,468,865,989","1,479,536",,"401,676"
HONEY (ARE U COMING?),Mï¿½ï¿½ne,1/20/2023,ITB002301189,"4,083","119,853,822","37,691,895","47,259,081","2,063,738","174,913","800,498"
What A Man Gotta Do,Jonas Brothers,1/17/2020,USUG11904422,"4,104","505,295,731","151,335,556","48,126,470","51,486,501","208,843","2,572,578"
Gyal You a Party Animal - Sped Up,Charly Black,12/16/2022,FR81J2300013,"4,089","36,044,532",,"3,580,517,630",,,"89,527"
Do It Again,Pia Mia,5/4/2015,USUM71505606,"4,094","520,407,542","648,838,091","523,812,670","42,513,830","589,758","233,549"
Di Mochkila,Oualid,1/5/2024,NL4LA2300002,"4,103","7,506,086","63,598,076",,,,"126,726"
Lemon,Kenshi Yonezu,3/14/2018,JPU901800227,"4,108","194,955,459","918,297,076","19,949,350","163,464",,"608,684"
Margiela,Ezhel,10/26/2023,QMFME2377602,"4,135","66,553,836","33,759,085","101,413,456",,,"133,037"
Me and My Brother,5ive,7/12/2019,USQX91901641,"4,131","111,894,875","113,044,166","505,795,992",,"42,037,834",
How To Love,Lil Wayne,1/1/2011,USCM51100147,"4,130","302,419,750","369,321,004","64,070,340","516,218,858",,"2,070,955"
A Tu Manera,Junior H,2/16/2024,QZ9QQ2400131,"4,138","60,248,282","28,873,716",,"2,542,304","33,816","134,122"
SNEAKERS,ITZY,7/15/2022,US5TA2200033,"4,128","95,952,617","259,567,120","745,339,618","320,748",,"203,035"
FLECHAZO EN EL CENTRO,YSY A,9/6/2023,QZNJZ2390819,"4,142","116,625,807","53,669,961",305,221,,"57,601"
LET THE WORLD BURN,Chris Grey,3/8/2024,QZZ662445642,"4,136","35,384,383","9,732,061",,"123,192","1,164,565","91,407"
Solar Eclipse,YoungBoy Never Broke Again,1/11/2018,USAT21705449,"4,134","99,037,719","183,585,531","21,367,061","69,290,303","74,211,875","470,384"
Before You Go - Guitar Acoustic,Lewis Capaldi,1/24/2020,DEUM72000017,"4,120","52,223,414",,"13,055,824","2,751,360",,"145,876"
ASAP,NewJeans,7/21/2023,USA2P2330074,"4,133","112,730,335","60,693,447","205,967,218","460,358",,"118,065"
No Switch,YoungBoy Never Broke Again,1/21/2022,USAT22200200,"4,119","53,849,840","60,416,082","40,727,724","2,506,210","20,423,284","354,115"
How Did It End?,Taylor Swift,4/19/2024,USUG12402543,"4,140","72,634,553","6,010,840",,"651,838",,
Vivencias,Kayz66,6/7/2024,QZNWT2449758,"4,121","11,495,032",,,,,"162,862"
Rude Boy (Superbowl Klean),DJ San,2/21/2023,QZDA82340022,"4,127","121,283","230,828,310",,,,"39,003"
Heatin Up (feat. Gunna),Lil Baby,2/28/2020,USUG12000045,"4,122","198,573,138","63,795,996","279,168,145","65,628,419","23,718,086","451,842"
Sleazy Flow (with Lil Baby) - Remix,SleazyWorld Go,5/26/2022,USUG12202987,"4,129","127,742,133",,"45,573,722","51,580,146",,"806,866"
Run BTS,BTS,6/10/2022,USA2P2226298,"4,132","439,395,056",,"2,849,048,545","1,661,771",,"951,555"
Never Sleep (feat. Lil Baby),NAV,7/29/2022,USUM72214489,"4,123","130,902,100","24,521,973","505,539","19,232,624",,"555,191"
Iï¿½ï¿½ï¿½m Ju,Ryan Gosling,7/21/2023,USAT22305736,"4,124","126,219,979","28,725,678","560,299,833","998,674",,"363,187"
Sugardaddy,Roxy Dekker,4/4/2024,NL9RM2300006,"4,141","33,677,357","2,034,940",,,,"34,753"
Wild Thoughts (feat. Rihanna & Bryson Tiller),DJ Khaled,12/29/2017,FR0Z50033946,"4,139",,"1,189,768,676",,,,
In Your Eyes (feat. Alida),Robin Schulz,1/10/2020,DEA621901341,"4,126","335,496,248","152,789,030","213,316,577","1,642,602","2,552,411","5,004,409"
Save Me (with Lainey Wilson),Jelly Roll,5/11/2023,QMRSZ2300359,"4,125","95,946,720",,,"99,124,323",,
ROLLIN N CONTROLLIN FREESTYLE,DUSTY LOCANE,8/6/2020,USUYG1329885,"4,137","153,213,678","66,414,830","648,833,938","1,830,754","23,893,875","642,918"
GO (feat. Juice WRLD),The Kid LAROI,6/12/2020,USSM12003703,"4,146","488,253,341","100,109,974","89,767,528","16,247,484",,
Backyard Boy,Claire Rosinkranz,8/14/2020,QZHN62022495,"4,168","271,235,105","89,752,088","2,633,643,813","9,035,636",,"676,098"
Bohemian Rhapsody,Queen,11/16/2009,GBCEE0900148,"4,147","2,486,908,570","2,036,268,766",,,,
Back It up and Dump It (Dump Truck),GC Eternal,7/9/2013,QMT571100025,"4,169","10,019,831","2,990,740","1,685,552,133",,,"66,875"
"Salamin, Salamin",BINI,3/8/2024,PHS032402600,"4,156","58,823,260","30,355,534","25,814,718",,,"13,910"
Skyfall - Full Length,Adele,10/4/2012,GBBKS1200164,"4,159","694,094,195","619,905,722","510,915,665","82,919,152",,"8,333,219"
Beautiful Girls,Sean Kingston,4/3/1998,USSM10701781,"4,155","178,339,925","1,499,385,808","803,719,645","208,219,623",,"4,403,782"
Saawariya,Aastha Gill,10/8/2021,INS172104096,"4,153","28,805,237","153,101,388","212,490,319",,,"105,909"
Mon amour,Slimane,11/8/2023,FRDZ22300550,"4,157","53,969,524","33,219,103","4,711,140","9,595",,"470,221"
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,1/20/2021,FR10S2137488,"4,151","21,970,517","455,300,901","433,329,532",,,"2,938,941"
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ (ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½),5ï¿½ï¿½ï¿½,6/2/2023,RUA1D2354001,"4,162","7,375,613","136,297,891","130,470,945",,,
Fly high to cloud nine,Terry Flow,9/12/2022,QZNWV2289511,"4,165","752,826",,,,"34,268,178",1
Rainfall,Tom Santa,2/18/2022,GBUM72200893,"4,167","164,856,432","13,263,610","1,806,528","4,678",,"473,453"
Por el Resto de Tu Vida,Christian Nodal,1/27/2023,QZQPC2100077,"4,150","199,953,495","107,763,494",,"20,451,203",,"464,296"
Earth,Lil Dicky,4/18/2019,QMRSZ1900492,"4,152","211,158,013","522,628,926","512,503,154","4,932,099",,"1,007,773"
23 Preguntas,Anuel AA,8/23/2021,QMFME2196017,"4,158","154,250,706","284,578,688","57,372,493","8,480,611",,"435,928"
Souk,Samara,5/6/2024,LBA0H2009248,"4,145","1,477,559","17,185,672",,158,,"27,583"
Mi Gata,Standly,11/11/2021,QZNWY2151576,"4,154","141,747,648","66,264,480","2,053,061,623",,,"2,195,940"
Chillax,Farruko,10/23/2015,USSD11500378,"4,148","366,268,077","1,013,772,791","600,274,227","115,556,623",,"2,925,079"
ROZE | DJ TAO Turreo Sessions #22,DJ Tao,11/23/2023,CLAA22300335,"4,161","64,143,264","47,157,935",,,,"52,060"
Bilmem Mi?,Sefo,7/9/2021,QMFME2103846,"4,144","146,709,792","321,931,791","539,098,923",,,"854,741"
Tattoo - Remix with Camilo,Rauw Alejandro,7/9/2020,USSD12000188,"4,160","623,875,921","22,048,904","550,568,367","28,096,261","1,995,246","1,587,660"
Ready For Love,BLACKPINK,9/16/2022,KRA402200029,"4,163","115,237,552","243,509,528","51,526,563","885,996",,"270,240"
Tombstone,Rod Wave,3/24/2021,USLD91731547,"4,164","137,924,605","192,748,584","142,222,723","75,417,301",,"748,828"
From the Start,Good Kid,11/10/2023,QZW9K2346702,"4,143","55,080,421","23,281,919","7,597,358","321,187","1,214,062","124,612"
Pyramide,Werenoi,2/15/2024,FR10S2436039,"4,166","38,079,739","19,594,813",,,,"336,585"
ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,Galibri & Mavik,5/19/2021,RUA1D2117031,"4,149","25,149,668","406,717,108","987,819,837",,,"2,098,943"
Sobran Motivos,Conjunto Rienda Real,2/10/2023,USA2P2304907,"4,171","145,707,423","100,716,156",,"19,380,361","2,490,102","566,844"
Tacata (Remix),Tiagz,12/22/2023,USA2P2363165,"4,178","100,634,965","19,367,095",,"408,770",,"291,674"
Million Reasons,Lady Gaga,10/6/2016,USUM71609736,"4,175","825,465,124","567,425,578","38,088,467","158,881,679",,"4,351,780"
Can't Have Mine,Dylan Scott,2/18/2022,USCRB2200013,"4,170","98,538,888","16,119,088","66,770,114","65,659,307",,"532,133"
supï¿½ï¿½,ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,8/11/2023,QZPLS2305099,"4,188","63,642,484","15,786,520","833,809,283","89,501",,"400,490"
